a_index	a_name	a_type	a_enable	a_sub	a_get_type	a_count	a_min_level	a_max_level	a_start_type	a_end_type	a_start_data	a_end_data	a_link	a_data0	a_data1	a_data2	a_data3	a_data4	a_data5	a_data6	a_data7	a_data8	a_data9	a_zone	a_prize	a_laim	a_exp	a_item0	a_item1	a_item2	a_item3	a_item4	a_item5	a_item6	a_item7	a_item8	a_string0	a_string1	a_string2	a_string3	a_string4	a_string5	
423	Quests Request from Bellion # G-38.	1	1	185	0	0	214	219	1	1	0	48	-1	263	261	217	260	197	33	30	20	20	5	32	6	387420	67756	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
424	Quests Request from Bellion # G-39.	1	1	186	0	0	214	220	1	1	0	48	-1	263	261	217	260	197	10	10	10	10	10	32	6	179220	32891	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
425	Quests Request from Bellion # G-40.	1	1	187	0	0	217	222	1	1	0	48	-1	197	202	217	263	0	10	5	20	30	0	32	6	288840	46418	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
426	Quests Request from Bellion # G-41.	1	1	188	0	0	217	222	1	1	0	48	-1	197	217	0	0	0	4	20	0	0	0	32	6	126192	17443	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
427	Quests Request from Bellion # G-42.	1	1	189	0	0	217	222	1	1	0	48	-1	197	217	263	0	0	5	30	20	0	0	32	6	267210	38411	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
428	Quests Request from Bellion # G-43.	1	1	190	0	0	217	223	1	1	0	48	-1	197	261	263	202	0	3	35	13	7	0	32	6	164448	37149	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
429	Quests Request from Bellion # G-44.	1	1	191	0	0	220	225	1	1	0	48	-1	197	261	217	202	0	4	40	20	6	0	32	6	236604	45606	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
430	Quests Request from Bellion # G-45.	1	1	192	0	0	220	225	1	1	0	48	-1	197	202	217	0	0	5	5	40	0	0	32	6	260160	36947	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
431	Quests Request from Bellion # G-46.	1	1	193	0	0	220	225	1	1	0	48	-1	197	202	203	261	0	6	7	5	30	0	32	6	121452	30007	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
432	Quests Request from Bellion # G-47.	1	1	194	0	0	220	226	1	1	0	48	-1	263	217	261	0	0	30	30	30	0	0	32	6	359820	57942	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
433	Quests Request from Bellion # G-48.	1	1	195	0	0	223	228	1	1	0	48	-1	217	261	263	197	0	50	50	30	10	0	32	6	449480	91647	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend When the item that is received after a successful mission to send Npc Arc	NULL	NULL		
434	Quests Request from Bellion # G-49.	1	1	196	0	0	223	228	1	1	0	48	-1	202	261	0	0	0	10	48	0	0	0	32	6	142020	36317	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
435	Quests Request from Bellion # G-50.	1	1	197	0	0	223	228	1	1	0	48	-1	202	261	217	0	0	8	35	35	0	0	32	6	305256	36317	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
436	Quests Request from Bellion # G-61.	1	1	198	0	0	225	230	1	1	0	48	-1	217	261	263	262	0	30	27	15	15	0	32	6	297720	54975	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
437	Quests Request from Bellion # G-62.	1	1	199	0	0	225	230	1	1	0	48	-1	217	261	260	262	263	25	25	15	15	15	32	6	290625	58450	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
438	Quests Request from Bellion # G-63.	1	1	200	0	0	225	230	1	1	0	48	-1	203	261	260	263	0	4	19	23	18	0	32	6	141261	38782	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
439	Quests Request from Bellion # G-64.	1	1	201	0	0	225	230	1	1	0	48	-1	203	263	260	262	0	5	12	13	16	0	32	6	107940	28643	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
440	Quests Request from Bellion # G-65.	1	1	202	0	0	228	234	1	1	0	48	-1	217	263	260	262	0	27	13	15	10	0	32	6	249093	41493	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
441	Quests Request from Bellion # G-66.	1	1	203	0	0	228	234	1	1	0	48	-1	217	261	260	0	0	24	23	18	10	0	32	6	224181	39905	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
442	Quests Request from Bellion # G-67.	1	1	204	0	0	229	234	1	1	0	48	-1	205	261	263	262	0	5	24	12	14	0	32	6	120630	34287	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
443	Quests Request from Bellion # G-68.	1	1	205	0	0	229	234	1	1	0	48	-1	205	261	262	0	0	7	26	8	0	0	32	6	83202	26106	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
444	Quests Request from Bellion # G-69.	1	1	206	0	0	232	238	1	1	0	48	-1	217	195	260	0	0	28	2	9	0	0	32	6	188039	26435	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
445	Quests Request from Bellion # G-70.	1	1	207	0	0	232	238	1	1	0	48	-1	217	195	262	0	0	31	3	11	0	0	32	6	215599	30763	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
446	Quests Request from Bellion # G-71.	1	1	208	0	0	233	238	1	1	0	48	-1	205	261	260	0	0	8	18	12	0	0	32	6	82038	24496	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
447	Quests Request from Bellion # G-72.	1	1	209	0	0	233	238	1	1	0	48	-1	205	261	260	262	263	4	14	13	10	7	32	6	128694	29162	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
448	Quests Request from Bellion # G-73.	1	1	210	0	0	236	242	1	1	0	48	-1	217	261	260	262	0	21	15	14	23	0	32	6	255549	44135	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
449	Quests Request from Bellion # G-74.	1	1	211	0	0	236	242	1	1	0	48	-1	217	263	260	0	0	18	12	15	0	0	32	6	179262	28765	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
450	Quests Request from Bellion # G-75.	1	1	212	0	0	237	242	1	1	0	48	-1	204	205	260	262	0	5	7	20	21	0	32	6	147266	34417	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
451	Quests Request from Bellion # G-76.	1	1	213	0	0	237	242	1	1	0	48	-1	204	261	260	262	263	6	26	18	19	11	32	6	211266	48374	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
452	Quests Request from Bellion # G-77.	1	1	214	0	0	240	246	1	1	0	48	-1	217	261	260	0	0	26	28	19	0	11	32	6	246294	44712	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
453	Quests Request from Bellion # G-78.	1	1	215	0	0	240	246	1	1	0	48	-1	217	261	195	262	263	22	30	3	10	10	32	6	250854	47411	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
454	Quests Request from Bellion # G-79.	1	1	216	0	0	241	246	1	1	0	48	-1	206	195	260	262	263	4	3	20	20	20	32	6	215995	42023	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
455	Quests Request from Bellion # G-80.	1	1	217	0	0	241	246	1	1	0	48	-1	206	261	260	0	0	6	33	28	0	0	32	6	147615	40293	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
456	Quests Request from Bellion # H-01.	1	1	218	0	0	255	260	1	1	0	48	-1	244	220	0	0	0	8	10	0	0	0	64	6	60144	14024	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
457	Quests Request from Bellion # H-02.	1	1	219	0	0	255	260	1	1	0	48	-1	244	220	0	0	0	10	13	0	0	0	64	6	76764	17949	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
458	Quests Request from Bellion # H-03.	1	1	220	0	0	255	260	1	1	0	48	-1	244	220	219	0	0	5	5	5	0	0	64	6	42930	11468	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
459	Quests Request from Bellion # H-04.	1	1	221	0	0	255	260	1	1	0	48	-1	244	220	219	0	0	7	7	7	0	0	64	6	60102	16055	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
460	Quests Request from Bellion # H-05.	1	1	222	0	0	255	260	1	1	0	48	-1	244	220	219	0	0	10	10	6	0	0	64	6	78420	19935	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
461	Quests Request from Bellion # H-06.	1	1	223	0	0	257	265	1	1	0	48	-1	244	220	219	0	0	11	13	10	0	0	64	6	98922	26155	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
462	Quests Request from Bellion # H-07.	1	1	224	0	0	257	265	1	1	0	48	-1	244	220	219	0	0	3	15	7	0	0	64	6	71214	19937	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
463	Quests Request from Bellion # H-08.	1	1	225	0	0	257	265	1	1	0	48	-1	244	220	219	0	0	6	12	8	0	0	64	6	74244	20289	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
464	Quests Request from Bellion # H-09.	1	1	226	0	0	257	265	1	1	0	48	-1	244	220	219	245	0	5	9	5	5	0	64	6	73872	19648	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
465	Quests Request from Bellion # H-10.	1	1	227	0	0	257	265	1	1	0	48	-1	244	220	219	245	0	8	11	11	3	0	64	6	94734	26009	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
466	Quests Request from Bellion # H-11.	1	1	228	0	0	260	270	1	1	0	48	-1	244	220	219	245	0	14	12	6	3	0	64	6	109950	27330	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
467	Quests Request from Bellion # H-12.	1	1	229	0	0	260	270	1	1	0	48	-1	244	220	219	245	0	17	13	7	4	0	64	6	129306	32000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
468	Quests Request from Bellion # H-13.	1	1	230	0	0	260	270	1	1	0	48	-1	244	220	219	245	0	16	14	8	5	0	64	6	134430	33849	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
469	Quests Request from Bellion # H-14.	1	1	231	0	0	260	270	1	1	0	48	-1	244	220	219	245	0	15	15	9	6	0	64	6	139554	35697	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
470	Quests Request from Bellion # H-15.	1	1	232	0	0	260	270	1	1	0	48	-1	244	220	219	0	0	19	13	10	0	0	64	6	127386	31799	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
471	Quests Request from Bellion # H-16.	1	1	233	0	0	265	275	1	1	0	48	-1	220	219	245	0	0	15	5	5	0	0	64	6	69000	21149	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
472	Quests Request from Bellion # H-17.	1	1	234	0	0	265	275	1	1	0	48	-1	220	219	245	0	0	16	9	6	0	0	64	6	82044	25952	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
473	Quests Request from Bellion # H-18.	1	1	235	0	0	265	275	1	1	0	48	-1	220	219	245	0	0	17	8	7	0	0	64	6	85788	27006	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
474	Quests Request from Bellion # H-19.	1	1	236	0	0	265	275	1	1	0	48	-1	220	219	245	221	0	18	7	8	1	0	64	6	105570	31560	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
475	Quests Request from Bellion # H-20.	1	1	237	0	0	265	275	1	1	0	48	-1	220	219	245	221	0	19	6	9	2	0	64	6	125370	36113	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
476	Quests Request from Bellion # H-21.	1	1	238	0	0	265	275	1	1	0	48	-1	220	219	245	221	0	20	3	10	1	0	64	6	109347	32167	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
477	Quests Request from Bellion # H-22.	1	1	239	0	0	270	285	1	1	0	48	-1	220	245	221	0	0	8	10	3	0	0	64	6	97845	26861	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
478	Quests Request from Bellion # H-23.	1	1	240	0	0	270	285	1	1	0	48	-1	220	245	221	0	0	12	11	4	0	0	64	6	129000	34679	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
479	Quests Request from Bellion # H-24.	1	1	241	0	0	270	285	1	1	0	48	-1	220	245	221	0	0	6	12	5	0	0	64	6	128475	34116	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
480	Quests Request from Bellion # H-25.	1	1	242	0	0	270	285	1	1	0	48	-1	220	245	221	0	0	14	13	3	0	0	64	6	124161	34786	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
481	Quests Request from Bellion # H-26.	1	1	243	0	0	270	285	1	1	0	48	-1	220	245	221	222	0	9	5	5	1	0	64	6	143763	44871	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
482	Quests Request from Bellion # H-27.	1	1	244	0	0	276	300	1	1	0	48	-1	220	245	221	0	0	11	14	4	0	0	64	6	133140	36738	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
483	Quests Request from Bellion # H-28.	1	1	245	0	0	276	300	1	1	0	48	-1	220	245	221	0	0	7	15	5	0	0	64	6	138951	37852	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
484	Quests Request from Bellion # H-29.	1	1	246	0	0	276	300	1	1	0	48	-1	220	245	221	222	0	13	7	6	2	0	64	6	200190	68654	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
485	Quests Request from Bellion # H-30.	1	1	247	0	0	276	300	1	1	0	48	-1	220	245	221	222	0	16	8	7	3	0	64	6	251013	90634	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
486	Special quests Ring of Champion.	1	0	248	2	25	160	300	1	1	0	33	-1	217	261	260	262	195	50	40	30	20	10	32	4	0	0	-2	941	9362	1	0	0	0	0	0	The goal: to travel to the test of courage.	Location: Sea Roost	Quest Reward: Ring of Warriors.	After The mission can not get it anymore.	Rings have been able to use it to level 160		
487	Quest stone statue of Ishumiron 50.	0	1	214	0	0	10	15	1	2	0	24	-1	10	20	0	0	0	0	0	0	0	0	16	3	112	2656	0	0	0	1	0	0	0	0	0	Description: Kill Cursed White Tiger.	Location: Lagramia	When mission completion will be awarded automatically.	NULL	NULL		
488	Quest stone statue of Ishumiron 51.	0	1	215	0	0	13	18	1	2	0	100	-1	15	25	0	0	0	0	0	0	0	0	16	3	220	5640	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Sea Scorpion.	Location: Lagramia	When mission completion will be awarded automatically.	NULL	NULL		
489	Quest stone statue of Ishumiron 52.	0	1	216	0	0	16	22	1	2	0	100	-1	30	40	0	0	0	0	0	0	0	0	16	3	330	8460	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Sea Scorpion.	Location: Lagramia	When mission completion will be awarded automatically.	NULL	NULL		
490	Quest stone statue of Ishumiron 53.	0	1	217	0	0	16	22	1	2	0	101	-1	5	10	0	0	0	0	0	0	0	0	16	3	152	3712	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Poison Scorpion.	Location: Lagramia	When mission completion will be awarded automatically.	NULL	NULL		
491	Quest stone statue of Ishumiron 54.	0	1	218	0	0	20	26	1	2	0	26	-1	15	30	0	0	0	0	0	0	0	0	1	3	315	7695	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Hell Cobra.	Location: Decardi	When mission completion will be awarded automatically.	NULL	NULL		
492	Quest stone statue of Ishumiron 55.	0	1	219	0	0	20	26	1	2	0	101	-1	20	30	0	0	0	0	0	0	0	0	16	3	336	8208	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Poison Scorpion.	Location: Lagramia	When mission completion will be awarded automatically.	NULL	NULL		
493	Quest stone statue of Ishumiron 56.	0	1	220	0	0	24	30	1	2	0	39	-1	15	18	0	0	0	0	0	0	0	0	1	3	168	4104	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Moke	Location: Decardi	When mission completion will be awarded automatically.	NULL	NULL		
494	Quest stone statue of Ishumiron 57.	0	1	221	0	0	28	34	1	2	0	102	-1	15	25	0	0	0	0	0	0	0	0	16	3	469	11663	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Chmero	Location: Lagramia	When mission completion will be awarded automatically.	NULL	NULL		
495	Quest stone statue of Ishumiron 58.	0	1	222	0	0	32	38	1	2	0	102	-1	20	30	0	0	0	0	0	0	0	0	16	3	525	13062	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Chmero	Location: Lagramia	When mission completion will be awarded automatically.	NULL	NULL		
496	Quest stone statue of Ishumiron 59.	0	1	223	0	0	32	38	1	2	0	37	-1	10	15	0	0	0	0	0	0	0	0	1	3	281	6998	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Oniam	Location: Decardi	When mission completion will be awarded automatically.	NULL	NULL		
497	Quest stone statue of Ishumiron 60.	0	1	224	0	0	32	38	1	2	0	54	-1	5	15	0	0	0	0	0	0	0	0	1	3	347	8652	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Gremlin	Location: Decardi	When mission completion will be awarded automatically.	NULL	NULL		
498	Quest stone statue of Ishumiron 61.	0	1	225	0	0	36	42	1	2	0	87	-1	20	35	0	0	0	0	0	0	0	0	4	3	630	15498	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Steel Pliers Halfer.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
499	Quest stone statue of Ishumiron 62.	0	1	226	0	0	36	42	1	2	0	78	-1	30	40	0	0	0	0	0	0	0	0	4	3	588	14616	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Blossom	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
500	Quest stone statue of Ishumiron 63.	0	1	227	0	0	40	46	1	2	0	41	-1	5	15	0	0	0	0	0	0	0	0	1	3	588	14578	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Pro Giant.	Location: Decardi	When mission completion will be awarded automatically.	NULL	NULL		
501	Quest stone statue of Ishumiron 64.	0	1	228	0	0	40	46	1	2	0	85	-1	5	15	0	0	0	0	0	0	0	0	4	3	588	14574	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Spear Halfer.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
502	Quest stone statue of Ishumiron 65.	0	1	229	0	0	44	50	1	2	0	85	-1	15	20	0	0	0	0	0	0	0	0	4	3	728	18044	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Triple Spear Halfer.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
503	Quest stone statue of Ishumiron 66.	0	1	230	0	0	44	50	1	2	0	86	-1	5	10	0	0	0	0	0	0	0	0	4	3	568	14128	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Round Saw Halfer.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
504	Quest stone statue of Ishumiron 67.	0	1	231	0	0	48	54	1	2	0	86	-1	15	20	0	0	0	0	0	0	0	0	4	3	994	24724	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Round Saw Halfer.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
505	Quest stone statue of Ishumiron 68.	0	1	232	0	0	53	59	1	2	0	48	-1	20	25	0	0	0	0	0	0	0	0	1	3	1243	30905	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Brain Warrior.	Location: Decardi	When mission completion will be awarded automatically.	NULL	NULL		
506	Quest stone statue of Ishumiron 69.	0	1	233	0	0	53	59	1	2	0	58	-1	5	10	0	0	0	0	0	0	0	0	2	3	648	16208	0	0	0	1	0	0	0	0	0	Description: Cursed Zombie Removal	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
507	Quest stone statue of Ishumiron 70.	0	1	234	0	0	57	63	1	2	0	86	-1	15	25	0	0	0	0	0	0	0	0	4	3	1243	30905	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Round Saw Halfer.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
508	Quest stone statue of Ishumiron 71.	0	1	235	0	0	57	63	1	2	0	58	-1	13	17	0	0	0	0	0	0	0	0	2	3	1102	27554	0	0	0	1	0	0	0	0	0	Description: Cursed Zombie Removal	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
509	Quest stone statue of Ishumiron 72.	0	1	236	0	0	61	67	1	2	0	105	-1	25	30	0	0	0	0	0	0	0	0	1	3	2310	57708	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Devil Giant.	Location: Decardi	When mission completion will be awarded automatically.	NULL	NULL		
510	Quest stone statue of Ishumiron 73.	0	1	237	0	0	61	67	1	2	0	61	-1	7	12	0	0	0	0	0	0	0	0	2	3	1215	30312	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Skeleton Wizard.	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
511	Quest stone statue of Ishumiron 74.	0	1	238	0	0	65	71	1	2	0	61	-1	10	15	0	0	0	0	0	0	0	0	2	3	1712	42882	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Skeleton Wizard.	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
512	Quest stone statue of Ishumiron 75.	0	1	239	0	0	69	75	1	2	0	107	-1	20	30	0	0	0	0	0	0	0	0	1	3	2633	65676	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Mad Cyborg.	Location: Decardi	When mission completion will be awarded automatically.	NULL	NULL		
513	Quest stone statue of Ishumiron 76.	0	1	240	0	0	69	75	1	2	0	80	-1	15	30	0	0	0	0	0	0	0	0	4	3	2430	60624	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Horn Fist Kabal.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
